client_id,age_group,client_tier,preferred_channel,acquisition_channel,boutique_id,boutique_name,boutique_city,region,boutique_format,boutique_sales_tier,boutique_clienteling_maturity,boutique_wfj_focus_flag,boutique_digital_adoption_score,advisor_id,advisor_tenure_years,advisor_client_book_size,advisor_productivity_tier,primary_division,primary_category,secondary_category_interest,cross_category_flag,strategic_division_opportunity,last_purchase_days,purchase_frequency_12m,transaction_count_12m,total_units_12m,atv,upt,total_spend_12m,lifetime_spend,average_order_value,categories_purchased,relationship_tenure_years,high_value_client_flag,client_value_score,online_visits_90d,product_page_views_90d,fashion_page_views_90d,beauty_page_views_90d,wfj_page_views_90d,wishlist_additions_90d,high_intent_browsing_flag,app_engagement_score,last_campaign_type,campaign_sent_30d,campaign_open_30d,campaign_click_30d,campaign_conversion_30d,days_since_last_campaign,digital_campaign_click_rate,appointment_scheduled_flag,appointment_completed_flag,appointment_conversion_flag,days_since_last_appointment,appointment_count_12m,boutique_visits_12m,email_open_rate,email_opt_in_flag,sms_opt_in_flag,client_contactable_flag,preferred_contact_method,service_interaction_12m,return_or_exchange_12m,estimated_return_rate,client_satisfaction_score,service_recovery_flag,clienteling_touchpoints_90d,event_attendance_12m,advisor_follow_up_flag,repeat_purchase_probability_true,repeat_purchase_90d,estimated_clienteling_revenue
C000696,45-54,Core,Omnichannel,Social Media,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A08,5,158,Core,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,51,2,2,4,263.31,2.0,526.62,1220.97,263.31,6,0,0,4.55,8,56,5,14,1,1,0,60.5,Reactivation,1,0,0,0,20,0.198,1,1,1,4,3,0,0.355,1,1,1,Email + SMS,1,1,0.5,75.9,0,1,0,0,0.7434,1,195.73
C000697,25-34,Core,Omnichannel,Referral,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A09,3,148,High Performer,Fashion,Shoes,None,0,Medium Strategic Value,151,1,1,1,6097.17,1.0,6097.17,13438.16,6097.17,2,0,0,5.51,13,91,4,4,2,3,1,61.6,No Recent Campaign,0,0,0,0,999,0.2,0,0,0,999,1,4,0.218,1,0,1,Email,0,0,0.0,92.8,0,5,0,0,0.631,0,3847.44
C000698,35-44,Core,Online,Event,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A03,2,214,Emerging,Fragrance & Beauty,Skincare,Fashion Entry,1,Scale Opportunity,365,3,3,6,161.63,2.0,484.89,1213.19,161.63,1,2,0,4.93,7,21,10,6,2,1,0,71.5,Fragrance Launch,1,0,0,0,13,0.457,0,0,0,999,0,2,0.184,1,1,1,Email + SMS,0,0,0.0,85.3,0,1,0,0,0.052,0,8.4
C000699,25-34,Top Client,Online,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A09,5,227,Core,Watches & Fine Jewelry,Watches,Fashion Styling,1,High Strategic Value,181,9,9,10,74758.22,1.11,672823.98,5339274.07,74758.22,4,9,1,13.08,4,20,4,3,8,3,1,83.6,No Recent Campaign,0,0,0,0,999,0.338,0,0,0,999,3,3,0.635,1,0,1,Email,0,0,0.0,65.7,1,5,3,1,0.9868,1,47953.29
C000700,35-44,Core,Boutique,Social Media,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A01,6,214,High Performer,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,131,3,3,5,224.93,1.67,674.79,1672.42,224.93,3,0,0,4.73,5,35,3,14,1,0,0,57.0,No Recent Campaign,0,0,0,0,999,0.094,0,0,0,999,1,1,0.066,0,0,0,Do Not Contact,2,0,0.0,84.0,0,2,0,0,0.4073,0,22.9
C000701,35-44,Core,Boutique,Online Search,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A10,2,242,Core,Watches & Fine Jewelry,High Jewelry Interest,None,0,High Strategic Value,42,1,1,1,5383.21,1.0,5383.21,13896.08,5383.21,1,0,0,5.49,3,21,1,3,7,1,0,44.3,Fragrance Launch,1,1,0,0,18,0.357,1,1,0,136,1,3,0.363,1,0,1,Email,1,0,0.0,88.7,0,4,0,0,0.6531,1,3515.9
C000702,18-24,Core,Online,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A09,7,297,High Performer,Fashion,Handbags,None,0,Medium Strategic Value,79,1,1,1,5432.98,1.0,5432.98,14650.2,5432.98,3,2,0,5.91,7,14,11,4,2,3,1,25.0,WFJ Appointment Invite,1,0,0,0,23,0.156,0,0,0,999,0,1,0.654,1,1,1,Email + SMS,0,0,0.0,93.0,0,0,0,1,0.6183,1,3359.03
C000703,35-44,Core,Boutique,Online Search,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A06,6,319,Top Performer,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,153,2,2,4,313.2,2.0,626.4,1419.44,313.2,1,0,0,4.65,5,35,1,7,2,0,0,54.0,Beauty Replenishment,1,0,0,0,29,0.639,1,1,0,81,0,3,0.578,1,0,1,Email,3,0,0.0,94.8,0,2,0,1,0.4713,0,147.6
C000704,25-34,New,Omnichannel,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A02,4,111,Top Performer,Watches & Fine Jewelry,Watches,Fashion Styling,1,High Strategic Value,230,1,1,1,5841.06,1.0,5841.06,6448.07,5841.06,1,1,0,5.94,11,22,3,4,5,2,1,62.8,Fragrance Launch,1,1,0,0,13,0.053,0,0,0,999,0,2,0.163,0,1,1,SMS,0,0,0.0,82.4,0,0,0,0,0.2405,0,1404.85
C000705,18-24,VIP,Boutique,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A08,4,180,Top Performer,Fragrance & Beauty,Fragrance,None,0,Scale Opportunity,226,5,5,8,645.07,1.6,3225.35,18291.18,645.07,2,2,1,7.85,1,7,6,10,0,0,0,29.2,Reactivation,1,1,0,0,1,0.321,0,0,0,999,2,12,0.367,0,0,0,Do Not Contact,0,0,0.0,78.8,0,6,0,1,0.7605,1,122.65
C000706,65+,New,Online,Online Search,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Watches & Fine Jewelry,Watches,None,0,High Strategic Value,61,3,3,3,2470.09,1.0,7410.27,7410.27,2470.09,1,0,0,5.35,10,30,2,3,12,1,1,49.9,Private Event,1,0,0,0,16,0.157,0,0,0,999,0,1,0.156,1,0,1,Email,0,0,0.0,83.1,0,1,0,0,0.5266,1,1300.7
C000707,35-44,VIP,Online,Online Search,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A11,5,177,Core,Watches & Fine Jewelry,Watches,Fashion Styling,1,High Strategic Value,36,5,5,5,49433.59,1.0,247167.95,1496074.81,49433.59,4,9,1,12.38,11,66,6,1,6,0,1,62.2,Beauty Replenishment,1,0,0,0,29,0.301,1,1,0,100,3,2,0.372,0,0,0,Do Not Contact,4,1,0.2,85.9,1,5,0,1,0.9682,1,7777.76
C000708,55-64,New,Online,Boutique Walk-In,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A05,4,215,Emerging,Fragrance & Beauty,Fragrance,Fine Jewelry Interest,1,Scale Opportunity,80,2,2,4,143.01,2.0,286.02,548.75,143.01,1,0,0,4.12,12,84,3,8,4,1,1,25.8,WFJ Appointment Invite,1,0,0,0,6,0.167,0,0,0,999,0,0,0.15,1,0,1,Email,0,0,0.0,87.8,0,1,0,1,0.4191,0,59.94
C000709,25-34,Core,Online,Social Media,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A04,4,233,Core,Fashion,Ready-to-Wear,Shoes,1,Medium Strategic Value,113,6,6,7,3413.34,1.17,20480.04,50892.33,3413.34,1,2,1,9.17,10,20,10,4,2,1,0,54.8,Welcome Journey,1,1,0,0,3,0.211,0,0,0,999,1,1,0.346,1,0,1,Email,1,1,0.167,73.3,1,0,0,0,0.6537,1,1450.44
C000710,45-54,VIP,Boutique,Social Media,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A09,4,200,Core,Watches & Fine Jewelry,Fine Jewelry,Handbags,1,High Strategic Value,7,5,5,5,9893.44,1.0,49467.2,261120.94,9893.44,2,5,1,10.57,3,15,3,4,10,3,1,48.0,WFJ Appointment Invite,1,1,1,1,18,0.323,1,1,1,45,2,8,0.657,1,1,1,Email + SMS,2,0,0.0,94.3,0,0,0,0,0.9786,1,9681.77
C000711,45-54,New,Online,Boutique Walk-In,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A05,4,206,High Performer,Fashion,Ready-to-Wear,None,0,Medium Strategic Value,156,1,1,1,1530.75,1.0,1530.75,1530.75,1530.75,2,1,0,4.6,12,72,11,2,7,0,1,31.4,No Recent Campaign,0,0,0,0,999,0.538,0,0,0,999,0,1,0.588,1,1,1,Email + SMS,0,0,0.0,86.6,0,1,0,0,0.2737,0,419.01
C000712,35-44,VIP,Boutique,Email Campaign,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A09,1,157,Core,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,77,2,2,2,12622.6,1.0,25245.2,140028.74,12622.6,4,4,1,9.98,1,7,6,6,2,0,0,17.1,Fashion Preview,1,1,0,0,19,0.34,1,1,1,175,1,10,0.622,1,0,1,Email,3,0,0.0,79.9,0,4,0,1,0.8964,1,11315.16
C000713,35-44,Core,Omnichannel,Boutique Walk-In,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A11,3,226,Emerging,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,77,4,4,9,244.56,2.25,978.24,2570.76,244.56,1,3,0,5.57,13,65,3,9,5,1,1,65.9,WFJ Appointment Invite,1,0,0,0,25,0.126,0,0,0,999,1,5,0.203,1,0,1,Email,0,0,0.0,86.7,0,2,0,0,0.7954,1,194.52
C000714,35-44,VIP,Omnichannel,Referral,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A14,6,143,Core,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,5,4,4,9,661.23,2.25,2644.92,13572.56,661.23,2,5,1,8.8,17,85,8,11,1,3,1,60.2,Reactivation,1,1,0,0,11,0.133,0,0,0,999,1,7,0.431,1,0,1,Email,2,0,0.0,94.2,0,6,1,1,0.9861,1,652.02
C000715,35-44,High Potential,Omnichannel,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A10,5,186,Core,Fashion,Ready-to-Wear,Shoes,1,Medium Strategic Value,27,3,3,4,6242.38,1.33,18727.14,62001.85,6242.38,1,4,1,9.62,14,98,9,4,4,1,1,37.7,Fragrance Launch,1,1,0,0,16,0.349,0,0,0,999,2,6,0.519,1,0,1,Email,3,0,0.0,89.6,0,4,0,0,0.9371,1,5849.66
C000716,55-64,Core,Online,Referral,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,184,3,3,6,176.14,2.0,528.42,1336.04,176.14,1,4,0,5.39,14,28,5,7,0,2,1,51.5,Beauty Replenishment,1,1,1,0,18,0.41,0,0,0,999,0,0,0.379,1,0,1,Email,0,0,0.0,83.9,0,1,1,0,0.4214,1,74.22
C000717,55-64,New,Boutique,Boutique Walk-In,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A13,1,219,Emerging,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,141,0,0,0,0.0,0.0,0.0,0.0,2696.3,1,1,0,0.7,1,5,11,8,3,0,0,62.8,Beauty Replenishment,1,0,0,0,27,0.123,0,0,0,999,1,3,0.105,0,1,1,SMS,1,1,1.0,62.8,1,1,0,0,0.0727,0,127.44
C000718,65+,Core,Online,Event,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,25,6,6,15,181.97,2.5,1091.82,2664.68,181.97,1,1,0,5.21,11,33,2,15,2,1,0,21.7,Reactivation,1,0,0,0,4,0.282,0,0,0,999,1,0,0.609,1,0,1,Email,0,1,0.167,71.0,0,1,1,0,0.8026,1,146.04
C000719,25-34,New,Boutique,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A02,3,112,Core,Watches & Fine Jewelry,Fine Jewelry,None,0,High Strategic Value,110,1,1,1,6008.92,1.0,6008.92,7128.02,6008.92,1,0,0,5.28,0,0,3,4,4,0,0,61.2,Beauty Replenishment,1,1,0,0,19,0.356,0,0,0,999,0,4,0.753,1,0,1,Email,0,0,0.0,100.0,0,0,0,0,0.4302,1,2585.06
C000720,45-54,New,Boutique,Event,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A02,1,181,Core,Fashion,Small Leather Goods,Accessories,1,Medium Strategic Value,169,1,1,1,2087.69,1.0,2087.69,2228.81,2087.69,2,0,0,5.11,2,10,11,4,2,1,0,17.4,No Recent Campaign,0,0,0,0,999,0.095,0,0,0,999,1,1,0.267,1,0,1,Email,1,0,0.0,97.8,0,1,0,0,0.1897,1,396.03
C000721,55-64,New,Online,Online Search,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Fragrance,Fine Jewelry Interest,1,Scale Opportunity,355,1,1,2,79.95,2.0,79.95,79.95,79.95,2,0,0,3.14,12,36,4,17,7,2,1,57.0,Private Event,1,0,0,0,25,0.109,1,1,0,173,0,0,0.11,1,0,1,Email,2,0,0.0,75.5,0,1,0,1,0.0398,0,3.19
C000722,25-34,Core,Boutique,Boutique Walk-In,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A05,6,325,High Performer,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,139,1,1,1,7850.97,1.0,7850.97,19764.05,7850.97,1,0,0,6.2,6,36,5,4,1,1,0,13.5,Welcome Journey,1,0,0,0,13,0.33,0,0,0,999,0,5,0.341,0,0,0,Do Not Contact,0,1,1.0,66.1,1,0,0,0,0.2093,0,267.06
C000723,18-24,High Potential,Online,Referral,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A03,2,188,Emerging,Watches & Fine Jewelry,Fine Jewelry,Handbags,1,High Strategic Value,28,1,1,1,23001.18,1.0,23001.18,82835.93,23001.18,4,1,1,9.17,6,18,3,1,9,0,1,69.6,Fragrance Launch,1,1,0,0,9,0.428,0,0,0,999,3,0,0.553,0,0,0,Do Not Contact,3,0,0.0,77.0,0,1,1,1,0.8609,1,4950.37
C000724,45-54,New,Omnichannel,Boutique Walk-In,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A15,3,208,Top Performer,Fashion,Accessories,Accessories,1,Medium Strategic Value,175,0,0,0,0.0,0.0,0.0,0.0,5798.64,1,0,0,0.5,9,63,7,5,2,5,1,40.5,Fragrance Launch,1,0,0,0,8,0.124,0,0,0,999,0,2,0.483,0,0,0,Do Not Contact,0,0,0.0,85.2,0,0,0,1,0.2013,1,291.84
C000725,35-44,New,Online,Email Campaign,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A09,0,185,Top Performer,Fashion,Ready-to-Wear,Accessories,1,Medium Strategic Value,108,0,0,0,0.0,0.0,0.0,34.44,3040.44,1,0,0,1.75,12,24,13,1,4,0,0,30.1,WFJ Appointment Invite,1,0,0,0,3,0.491,0,0,0,999,1,0,0.848,1,0,1,Email,1,0,0.0,89.2,0,0,0,1,0.2843,0,864.54
C000726,55-64,Core,Boutique,Boutique Walk-In,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A04,2,156,High Performer,Watches & Fine Jewelry,Fine Jewelry,Handbags,1,High Strategic Value,51,2,2,3,5569.63,1.5,11139.26,28571.16,5569.63,1,1,0,6.62,1,5,4,4,11,0,1,12.1,Beauty Replenishment,1,0,0,0,21,0.287,0,0,0,999,2,2,0.615,1,0,1,Email,1,0,0.0,71.2,0,1,0,0,0.618,1,3442.31
C000727,25-34,New,Boutique,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A06,4,50,High Performer,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,141,2,2,3,118.97,1.5,237.94,313.65,118.97,1,0,0,3.88,2,4,2,8,3,1,0,8.1,Fragrance Launch,1,0,0,0,21,0.096,0,0,0,999,0,0,0.184,1,0,1,Email,0,0,0.0,69.5,1,0,0,0,0.1381,0,10.68
C000728,45-54,New,Online,Event,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A01,1,78,Core,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,98,3,3,5,180.05,1.67,540.15,622.56,180.05,2,0,0,4.33,9,63,5,19,1,1,1,33.6,Beauty Replenishment,1,0,0,0,28,0.19,0,0,0,999,0,0,0.321,0,0,0,Do Not Contact,0,0,0.0,70.0,0,1,0,0,0.3893,1,17.52
C000729,25-34,New,Boutique,Online Search,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A09,2,170,Core,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,20,0,0,0,0.0,0.0,0.0,13.01,4049.64,1,0,0,1.42,4,28,1,6,6,0,0,30.1,No Recent Campaign,0,0,0,0,999,0.309,0,0,0,999,0,0,0.394,0,0,0,Do Not Contact,1,0,0.0,72.9,0,1,0,0,0.2433,1,246.32
C000730,25-34,VIP,Online,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A09,4,212,High Performer,Fragrance & Beauty,Makeup,Fine Jewelry Interest,1,Scale Opportunity,75,6,6,17,1310.06,2.83,7860.36,42986.79,1310.06,3,12,1,10.88,9,45,2,12,2,0,0,15.7,Fragrance Launch,1,1,0,0,3,0.313,0,1,1,999,2,0,0.492,1,0,1,Email,1,0,0.0,90.8,0,11,1,0,0.9784,1,1281.76
C000731,25-34,High Potential,Boutique,Event,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A11,3,167,High Performer,Watches & Fine Jewelry,Watches,Fashion Styling,1,High Strategic Value,73,2,2,3,11699.0,1.5,23398.0,80493.31,11699.0,1,5,1,9.97,1,5,5,5,7,3,1,11.5,Welcome Journey,1,0,0,0,20,0.309,0,0,0,999,1,0,0.483,1,0,1,Email,0,0,0.0,79.8,0,4,0,1,0.7608,0,8900.79
C000732,55-64,Core,Omnichannel,Referral,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A08,8,296,Top Performer,Fragrance & Beauty,Skincare,Fashion Entry,1,Scale Opportunity,139,2,2,4,249.47,2.0,498.94,1319.65,249.47,1,0,0,4.57,10,40,6,13,3,0,0,28.6,Private Event,1,0,0,0,11,0.373,0,0,0,999,1,4,0.443,1,0,1,Email,1,0,0.0,96.7,0,2,0,1,0.5354,0,133.57
C000733,45-54,Core,Omnichannel,Email Campaign,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A12,1,197,Core,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,111,1,1,2,161.39,2.0,161.39,393.93,161.39,2,2,0,4.27,13,78,0,14,3,2,1,43.6,No Recent Campaign,0,0,0,0,999,0.158,0,0,0,999,0,4,0.324,1,1,1,Email + SMS,1,0,0.0,94.1,0,0,0,0,0.4265,1,68.83
C000734,35-44,Core,Online,Online Search,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A01,6,198,Core,Fragrance & Beauty,Skincare,Fine Jewelry Interest,1,Scale Opportunity,365,1,1,2,461.63,2.0,461.63,1207.58,461.63,1,4,0,5.32,10,50,1,8,14,3,1,14.3,No Recent Campaign,0,0,0,0,999,0.305,0,0,0,999,0,0,0.44,1,0,1,Email,0,1,1.0,87.3,0,2,0,0,0.0449,0,20.72
C000735,35-44,High Potential,Boutique,Social Media,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A07,4,163,Emerging,Fashion,Handbags,Accessories,1,Medium Strategic Value,89,3,3,5,4670.8,1.67,14012.4,50499.08,4670.8,3,4,1,9.48,2,14,11,1,0,0,0,69.9,Fragrance Launch,1,1,0,0,5,0.355,0,0,0,999,1,4,0.378,1,0,1,Email,0,1,0.333,83.7,1,4,0,1,0.7799,1,2367.77
C000736,55-64,High Potential,Boutique,Online Search,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A07,1,260,Emerging,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,57,1,1,2,373.65,2.0,373.65,1213.8,373.65,1,0,0,4.47,1,7,1,12,3,0,0,54.6,Fashion Preview,1,0,0,0,3,0.22,0,0,0,999,1,5,0.299,1,1,1,Email + SMS,1,0,0.0,86.4,0,2,0,1,0.5375,0,200.84
C000737,35-44,Core,Omnichannel,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A11,6,172,Emerging,Fragrance & Beauty,Skincare,Skincare,1,Scale Opportunity,183,1,1,2,297.32,2.0,297.32,711.44,297.32,2,0,0,4.22,10,40,4,13,2,1,0,29.0,Beauty Replenishment,1,1,0,0,30,0.144,0,0,0,999,0,4,0.493,0,0,0,Do Not Contact,1,0,0.0,76.2,0,2,0,0,0.2904,0,21.59
C000738,55-64,New,Online,Event,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A05,5,230,Core,Fashion,Handbags,Fine Jewelry Interest,1,Medium Strategic Value,76,2,2,3,1983.0,1.5,3966.0,4320.69,1983.0,1,0,0,5.5,15,45,12,2,5,1,0,37.7,WFJ Appointment Invite,1,0,0,0,6,0.357,0,0,0,999,0,0,0.232,0,0,0,Do Not Contact,2,0,0.0,80.2,0,0,1,0,0.4338,0,215.04
C000739,35-44,New,Boutique,Online Search,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A06,4,211,High Performer,Fashion,Shoes,Fine Jewelry Interest,1,Medium Strategic Value,164,1,1,1,2416.4,1.0,2416.4,2701.59,2416.4,1,1,0,5.41,2,4,8,2,11,0,1,37.1,Welcome Journey,1,1,0,0,27,0.315,0,0,0,999,0,0,0.427,1,0,1,Email,0,0,0.0,93.1,0,0,0,0,0.2296,1,554.73
C000740,35-44,Core,Boutique,Online Search,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A12,6,200,Emerging,Fashion,Small Leather Goods,Shoes,1,Medium Strategic Value,107,1,1,2,4347.33,2.0,4347.33,11241.56,4347.33,1,2,0,6.26,2,10,11,5,3,0,0,9.0,WFJ Appointment Invite,1,0,0,0,12,0.072,1,1,0,162,1,8,0.199,1,1,1,Email + SMS,3,0,0.0,84.0,0,0,0,0,0.3542,0,1539.8
C000741,35-44,VIP,Boutique,Online Search,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A11,1,158,High Performer,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,45,5,5,6,31896.0,1.2,159480.0,882839.85,31896.0,6,7,1,11.69,6,12,5,6,14,3,1,67.3,Private Event,1,1,1,0,22,0.239,0,0,0,999,4,8,0.329,1,1,1,Email + SMS,2,0,0.0,88.9,0,8,0,1,0.9945,1,31721.64
C000742,25-34,Core,Omnichannel,Event,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A12,4,195,High Performer,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,26,0,0,0,0.0,0.0,0.0,4.2,207.03,1,5,0,2.08,11,77,3,10,2,4,1,43.8,Reactivation,1,0,0,0,17,0.334,0,0,0,999,1,4,0.413,1,1,1,Email + SMS,0,0,0.0,71.3,0,0,0,1,0.6308,1,130.59
C000743,45-54,High Potential,Boutique,Email Campaign,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A15,4,173,High Performer,Fragrance & Beauty,Fragrance,Fine Jewelry Interest,1,Scale Opportunity,77,3,3,5,256.04,1.67,768.12,2621.56,256.04,1,5,0,5.92,3,6,3,9,14,0,1,49.5,Fragrance Launch,1,0,0,0,24,0.093,1,1,0,97,1,2,0.402,1,0,1,Email,1,0,0.0,96.2,0,2,0,0,0.6284,1,160.91
C000744,35-44,Top Client,Online,Event,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A07,3,189,Core,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,53,8,8,8,45209.19,1.0,361673.52,2969840.78,45209.19,2,8,1,12.52,9,63,4,6,12,3,1,73.1,Beauty Replenishment,1,1,1,0,23,0.25,0,1,1,999,5,0,0.551,1,1,1,Email + SMS,1,0,0.0,89.4,0,8,2,1,0.998,1,45118.0
C000745,25-34,New,Online,Online Search,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A14,2,184,Core,Fragrance & Beauty,Skincare,Skincare,1,Scale Opportunity,112,2,2,5,149.47,2.5,298.94,363.58,149.47,1,0,0,3.99,8,32,1,12,1,1,0,38.3,Private Event,1,1,1,0,7,0.569,0,0,0,999,0,1,0.619,1,1,1,Email + SMS,0,0,0.0,68.6,1,0,0,0,0.364,1,35.37
C000746,55-64,High Potential,Online,Referral,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Watches & Fine Jewelry,Watches,None,0,High Strategic Value,80,6,6,8,5866.26,1.33,35197.56,122402.32,5866.26,1,5,1,9.72,16,112,2,6,5,1,1,27.1,No Recent Campaign,0,0,0,0,999,0.413,1,1,0,161,2,1,0.315,1,0,1,Email,2,1,0.167,84.7,1,1,1,0,0.7807,1,2976.81
C000747,35-44,High Potential,Omnichannel,Event,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A04,5,182,Top Performer,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,106,4,4,5,12334.25,1.25,49337.0,168834.91,12334.25,1,3,1,10.01,10,50,13,8,0,3,1,46.1,WFJ Appointment Invite,1,1,0,0,6,0.429,0,0,0,999,2,9,0.621,1,1,1,Email + SMS,2,1,0.25,86.3,1,0,1,0,0.8901,1,7136.36
